date,price
2024-01-22 00:00:00,41557.6
2024-01-23 00:00:00,39505.09
2024-01-24 00:00:00,39856.34
2024-01-25 00:00:00,40068.49
2024-01-26 00:00:00,39925.5
2024-01-27 00:00:00,41813.44
2024-01-28 00:00:00,42124.31
2024-01-29 00:00:00,42030.81
2024-01-30 00:00:00,43274.65
2024-01-31 00:00:00,42950.77
2024-02-01 00:00:00,42557.22
2024-02-02 00:00:00,43061.16
2024-02-03 00:00:00,43183.04
2024-02-04 00:00:00,42991.51
2024-02-05 00:00:00,42576.16
2024-02-06 00:00:00,42653.29
2024-02-07 00:00:00,43080.9
2024-02-08 00:00:00,44318.84
2024-02-09 00:00:00,45312.45
2024-02-10 00:00:00,47134.54
2024-02-11 00:00:00,47771.36
2024-02-12 00:00:00,48301.95
2024-02-13 00:00:00,49958.35
2024-02-14 00:00:00,49739.24
2024-02-15 00:00:00,51821.86
2024-02-16 00:00:00,51946.01
2024-02-17 00:00:00,52172.07
2024-02-18 00:00:00,51685.35
2024-02-19 00:00:00,52128.57
2024-02-20 00:00:00,51782.08
2024-02-21 00:00:00,52269.58
2024-02-22 00:00:00,51862.86
2024-02-23 00:00:00,51303.43
2024-02-24 00:00:00,50727.66
2024-02-25 00:00:00,51559.99
2024-02-26 00:00:00,51727.76
2024-02-27 00:00:00,54529.54
2024-02-28 00:00:00,57075.01
2024-02-29 00:00:00,62498.79
2024-03-01 00:00:00,61172.49
2024-03-02 00:00:00,62437.0
2024-03-03 00:00:00,62033.66
2024-03-04 00:00:00,63168.4
2024-03-05 00:00:00,68377.67
2024-03-06 00:00:00,63797.73
2024-03-07 00:00:00,66102.23
2024-03-08 00:00:00,66937.0
2024-03-09 00:00:00,68306.9
2024-03-10 00:00:00,68499.42
2024-03-11 00:00:00,69026.97
2024-03-12 00:00:00,72121.18
2024-03-13 00:00:00,71489.22
2024-03-14 00:00:00,73094.37
2024-03-15 00:00:00,71394.36
2024-03-16 00:00:00,69495.88
2024-03-17 00:00:00,65303.67
2024-03-18 00:00:00,68358.87
2024-03-19 00:00:00,67601.19
2024-03-20 00:00:00,61919.44
2024-03-21 00:00:00,67857.18
2024-03-22 00:00:00,65493.16
2024-03-23 00:00:00,63795.46
2024-03-24 00:00:00,64083.37
2024-03-25 00:00:00,67226.33
2024-03-26 00:00:00,69962.76
2024-03-27 00:00:00,69991.48
2024-03-28 00:00:00,69446.79
2024-03-29 00:00:00,70754.69
